SampleID,SOC (%),Catch,Conv,Elev,DevME A,DevME B,DevME C,DevME D,DiffME A,DiffME B,DiffME C,DiffME D,EDF MID,EDF NE,EDF NW,EDF SE,EDF SW,EDF E,EDF N,Gcurv,Hillshade,LS,MDM A,MDM B,MDM C,MDMS A,MDMS B,MDMS C,MED A,MED B,MED C,MEDS A,MEDS B,MEDS C,MRRTF,MRVBF,MSP,MSTPI,NormH,Plan,Pro,RSP,SLength,SlopeH,Slope,SPI,StanH,SVF,SWI,TCurv,TPI,TRI,TWI,VDepth,VIS,NDVI_max,NDVI_median,NDVI_sd,X (DD),Y (DD)
560,2.47,125.2036438,1.959932446,407.807373,0.130925342,0.121678598,0.330145687,0.50074482,0.035702478,0.086712018,0.614450395,2.40062499,466.7038574,1485.870972,1880.907349,947.5296631,1492.585815,667.5,1327.5,0.00092041,0.733082175,0.207778826,0.282550842,1.996712327,2.452664375,19,59,90,0.202525616,0.533140302,0.538041532,19,59,80,3.988297939,7.729111195,0.51060313,0.184135914,0.755301535,0.011763909,0.000225291,0.67775327,15,3.407957077,0.019954944,2.498763323,404.3477478,0.99980849,7.787323952,2.33E-07,0.286263376,0.06316442,8.744087219,1.104091167,99.33022308,0.951727033,0.647903144,0.317827743,-80.26356,43.70771
561,2.59,68.52108765,11.86907578,407.9296875,0.428377718,0.344955772,0.406493872,0.526281238,0.143966943,0.316009074,0.77344799,2.503127337,467.0251465,1472.451172,1880.987061,947.6879883,1506.025391,657.5,1317.5,0.003112793,0.728535056,0.156935856,0.476697862,2.078920603,2.541018963,19,59,91,0.442613393,0.559198916,0.56005007,5,59,81,3.928089619,7.719210148,0.522371411,0.724798262,0.761185706,0.115153439,-8.30E-05,0.699170887,70.7106781,3.702288151,0.014235989,0.97553134,404.5240479,0.999836862,7.963997841,2.71E-06,0.539502323,0.045855958,8.479056358,1.161555409,99.40502167,0.949224651,0.593913257,0.315542241,-80.263446,43.707813
562,2.75,157.5074463,1.247876167,407.2711487,0.201126963,0.223613977,0.161199898,0.398320347,0.143553719,0.261405885,0.325936586,1.866847873,465.0940857,1447.864868,1877.847778,952.0044556,1528.500122,642.5,1297.5,0.002980957,0.766500831,0.436035931,0.258189797,1.407654166,1.866910219,11,59,94,0.229640245,0.381776184,0.413431853,8,59,85,3.626898766,7.600522518,0.244832233,0.66523838,0.622416139,0.000936829,0.001438076,0.561219692,24.14213562,2.577990532,0.050100852,7.897866249,402.1352234,0.99894309,7.41627121,2.90E-06,0.191627324,0.158825293,8.052352905,1.563917875,98.3901825,0.946735859,0.609267771,0.313999717,-80.263262,43.707972
563,2.68,260.4448853,-0.150744393,406.2273865,-0.065207817,-0.144394308,-0.242188439,0.18149823,-0.052727271,-0.169092968,-0.517465711,0.841792762,463.5326233,1429.986938,1874.796631,956.484436,1544.300049,632.5,1282.5,-0.001037598,0.792360723,0.535530567,-0.69146508,-0.742486238,0.844267786,19,22,101,-0.431815147,-0.441767514,0.182954952,19,21,89,1.416677833,7.44497633,0.233031049,-0.258810878,0.383484483,-0.002095473,-0.000391046,0.341281414,40.35533905,1.584117889,0.059887134,15.61597061,398.4849548,0.998334169,7.65926218,1.76E-07,-0.60041821,0.189630449,8.376488686,2.54673481,97.94381714,0.945043087,0.619667888,0.311519053,-80.263124,43.708108
564,3.46,398.2622681,-1.592168808,405.2917786,-0.273689985,-0.494073808,-0.540862978,-0.013681815,-0.174380168,-0.510498881,-1.225049734,-0.06279894,462.6688843,1412.112793,1871.914185,961.2816772,1560.148193,622.5,1267.5,-0.003483887,0.776449919,0.409052283,-1.290749431,-1.385006905,-0.588337541,19,23,199,-0.792862177,-0.789111972,-0.142833337,19,20,60,0.534665763,7.604065418,0.582162678,-0.90165633,0.208918661,-0.007204398,-0.001443357,0.140544683,49.49747467,1.074871063,0.040918212,16.30528069,396.0972595,0.998570085,8.088829994,2.37E-06,-1.252864003,0.129841954,9.182732582,4.070055008,97.94060516,0.950159192,0.574180424,0.315344813,-80.262966,43.708238
565,3.56,28581.42188,-11.08234692,404.7472534,-0.558468938,-0.743928432,-0.656135142,-0.138972998,-0.191404954,-0.647346914,-1.57761085,-0.629983902,466.7038574,1392.053345,1872.915527,963.2302246,1580.446899,607.5,1252.5,-0.002932129,0.741094172,0.290537566,-1.440964222,-1.617891431,-1.13776648,19,26,199,-0.843453765,-0.824156761,-0.305826992,17,20,60,0.110331997,7.665032864,0.716240704,-1.025332808,0.141879648,-0.069868162,-0.000277103,0.008777825,86.56854248,0.9128564,0.017013857,486.3271484,395.2408142,0.99870491,8.654789925,1.77E-06,-1.440055728,0.054703429,14.33414268,5.521162987,97.91205597,0.949931622,0.600396931,0.309111545,-80.262799,43.708353
566,3.66,1230.673462,-0.799014151,404.5364685,-0.460707694,-0.563079417,-0.581812441,-0.1763504,-0.199256197,-0.578662157,-1.455302358,-0.790211618,464.8252258,1369.694336,1867.099976,972.6574707,1598.769043,597.5,1232.5,-0.003522949,0.702632248,0.258664936,-1.143426538,-1.453840613,-1.362921834,19,30,199,-0.595277965,-0.599221051,-0.340695769,19,23,60,0.109460719,7.663616657,0.65708673,-1.003744483,0.171456635,-0.031851429,-0.001093741,0.058957659,49.14213562,1.102415442,0.020938357,25.77204704,395.5323181,0.998768866,8.284089088,2.64E-06,-1.102854729,0.067457072,10.98134327,5.327288628,97.93340302,0.948080361,0.577428401,0.311619573,-80.262677,43.708545
567,3.3,197.3290405,1.080889225,404.8155212,-0.241877049,-0.2716133,-0.407902151,-0.128245592,-0.181818187,-0.39587301,-1.030870676,-0.56904757,473.0882568,1354.18335,1871.84729,971.5001221,1616.729004,582.5,1222.5,-0.003625488,0.630447388,0.387393773,-0.618454814,-1.163218379,-1.084947586,19,47,199,-0.291958004,-0.417318076,-0.289015681,19,37,60,1.341827989,7.544808388,0.479630321,-0.824025691,0.260184854,0.008322081,-0.002157176,0.177931949,0,1.367098212,0.042051557,8.302887917,396.5691833,0.998456597,7.384261131,4.82E-06,-0.522184253,0.133690566,8.453142166,3.887236357,97.81148529,0.947589934,0.572707891,0.312913464,-80.262494,43.708658
568,3.59,154.6112366,3.606867313,404.9661255,-0.093804434,-0.066035502,-0.255934209,-0.102816835,-0.081239671,-0.113469385,-0.629064739,-0.451087356,479.7004395,1334.208618,1873.529419,974.7371216,1637.104858,567.5,1207.5,-0.001757812,0.609572768,0.396832317,-0.154667944,-0.999654651,-0.941121876,19,48,199,-0.092445239,-0.348278493,-0.253216535,5,42,60,2.707477331,7.19489193,0.184998453,-0.293553054,0.407500774,0.030539282,-0.002237559,0.254185349,63.63961029,2.035845995,0.044678736,6.912435055,398.2726135,0.998637795,7.096567631,6.91E-06,-0.019813484,0.141506165,8.148506165,2.96008563,98.0976944,0.947961569,0.656609535,0.308949519,-80.262316,43.708792
569,3.29,233.5375519,0.391129673,404.1588135,0.028479327,-0.041644447,-0.496712625,-0.28748408,0.020578513,-0.059931971,-1.101658106,-1.243167996,483.2830505,1305.205933,1869.107422,986.692688,1662.396606,552.5,1182.5,0.000830078,0.693942308,0.399228632,-0.483273268,-1.65620482,-1.766598463,19,49,199,-0.230264738,-0.602557719,-0.461178869,19,40,60,2.250477076,7.56680727,0.300360233,0.061906334,0.349819869,0.000496104,0.00039277,0.178392157,30,1.211080432,0.042693228,9.97653389,397.338562,0.99875927,7.46883297,7.81E-07,-0.354769915,0.135110155,8.606450081,2.250931025,97.99930573,0.945388973,0.691211224,0.301862167,-80.262123,43.708986
570,2.88,348.5041504,-1.169969082,403.3739624,-0.104251035,-0.305321991,-0.844267607,-0.472606122,-0.070165291,-0.333310664,-1.751246929,-2.025678635,487.1986389,1287.385864,1867.44812,993.6611328,1678.500122,542.5,1167.5,-0.000854492,0.687369704,0.474417329,-1.042647362,-2.351284027,-2.56191802,19,49,199,-0.573443055,-0.898225605,-0.683347642,19,37,60,0.480675995,7.732431412,0.586050749,-0.439098477,0.20697464,-0.006740725,-9.18E-05,0.082241893,55,0.777483761,0.0496733,17.32560349,395.6777039,0.998419881,7.928887844,1.95E-07,-0.925651371,0.157241032,8.855114937,2.978936672,97.83322906,0.938221455,0.747907221,0.265057615,-80.262009,43.709123
571,4.45,12629.78711,-5.912133694,403.2032471,-0.328806728,-0.587213516,-1.026396394,-0.571615577,-0.14834711,-0.52167803,-1.967186213,-2.418406725,513.8701172,1270.457642,1887.872437,981.8668213,1707.0625,512.5,1162.5,-0.002768555,0.687388182,0.413259327,-1.298816323,-2.719190359,-2.720043182,19,54,199,-0.794933975,-1.083722949,-0.836978078,19,36,60,0.109454468,7.809458256,0.681347072,-0.780819774,0.159326464,-0.060185894,0.00017863,0.005543504,87.07106781,0.70114249,0.025965173,328.0083313,395.1880798,0.998789072,8.460597038,4.02E-06,-1.25090158,0.082524315,13.09458733,3.699523211,97.94527435,0.943003535,0.765742421,0.217277729,-80.261634,43.709194
572,3.25,297.12323,-0.08533033,403.7111206,-0.165122777,-0.339358211,-0.738220155,-0.446050882,-0.115537189,-0.456394553,-1.499836087,-1.903437495,509.4237061,1288.220703,1889.315308,974.4293213,1691.009277,522.5,1177.5,-0.001435547,0.690659761,0.427615523,-0.993832052,-2.31244874,-2.274045706,19,51,60,-0.505107045,-0.863717914,-0.690654397,19,40,60,0.605846286,7.619212627,0.570086598,-0.692999005,0.214956701,0.001122847,-0.000765913,0.07933113,70,0.775195718,0.044909813,13.35272694,395.8276367,0.998582542,7.656371593,9.45E-07,-0.984097898,0.142202348,8.796573639,2.831092119,97.83527374,0.946991622,0.718151748,0.279133599,-80.261767,43.709022
573,3.36,187.70401,1.508688331,404.8892212,-0.112378299,-0.101206452,-0.228840709,-0.166385219,-0.119504131,-0.188072562,-0.522708952,-0.718753755,502.9040527,1312.597656,1890.214966,965.8739624,1668.206421,537.5,1197.5,-0.002919922,0.618682146,0.566798508,-0.184283599,-1.255111217,-1.173653364,11,50,60,-0.110707529,-0.440471828,-0.348237574,6,44,60,2.647577763,3.551041603,0.182278112,-0.484914631,0.408860952,0.009394024,-0.002079298,0.248329386,30,1.545826674,0.067338653,12.65887451,398.2565308,0.998161256,6.776652336,6.10E-06,-0.123181112,0.213948473,7.931374073,2.234986067,97.63337708,0.945937812,0.737991273,0.30122288,-80.261922,43.70885
574,3.81,144.7280426,3.209094048,405.7262573,-0.009630886,0.064217873,0.031980306,0.036159541,-0.011570248,0.126848072,0.078742273,0.157907471,495.3912659,1332.446045,1888.22998,961.9836426,1647.85083,552.5,1212.5,-0.000976563,0.499207586,0.63180387,0.411458403,-0.456505418,-0.346722007,19,49,60,0.175746977,0.174634814,-0.100998513,19,20,60,2.802968979,2.00206089,0.184992358,-0.068764135,0.592496157,0.025751017,-0.002524325,0.36833927,0,2.653743744,0.079839244,11.57959175,400.8128967,0.997571409,6.392462254,1.13E-05,0.495346546,0.253252536,7.500468731,1.82517755,97.62966156,0.948356152,0.623673975,0.307050295,-80.262102,43.708708
575,3.19,128.7940826,3.455489635,406.3825378,0.080083892,0.171544999,0.144679859,0.175866857,0.103966944,0.324376404,0.370830417,0.776203036,495.4417114,1354.79248,1893.531738,951.5579224,1629.55896,562.5,1232.5,0.001882324,0.445208132,0.741521358,0.619832337,0.611061156,0.773727417,18,20,100,0.279406875,0.266019017,0.175691679,17,20,98,2.691884756,0.519138813,0.217017502,0.522544265,0.608508766,0.026008459,-0.001506286,0.441721976,7.07106781,2.482063532,0.094602689,12.22074509,401.405304,0.996785104,6.220924377,8.48E-06,0.689349294,0.30026868,7.213294983,1.5968647,97.37226105,0.946900129,0.636770844,0.305139476,-80.26227,43.708531
576,3.63,171.4963379,2.246189594,405.545929,-0.182582617,-0.231312305,-0.30379352,-0.008893317,-0.179256201,-0.345396817,-0.768019378,-0.039708175,489.6554871,1374.686279,1892.026001,948.5581055,1609.273926,577.5,1247.5,-0.004111328,0.577968597,0.581685364,-0.531684041,-0.76709801,-0.637489736,19,30,60,-0.261596292,-0.307870924,-0.181347981,19,27,60,0.925273299,6.012714386,0.503260434,-0.819608927,0.248369768,0.01257836,-0.002921125,0.239594772,30,0.988353372,0.070424452,12.09754181,396.6188965,0.997459531,7.131885529,1.02E-05,-0.519494057,0.224497259,7.796121597,2.991009235,97.21977234,0.94830507,0.677365541,0.310175038,-80.26245,43.708407
577,4.29,15529.85645,-3.736204863,405.0707703,-0.567207932,-0.732870936,-0.675861239,-0.116118953,-0.249669418,-0.781791389,-1.611666203,-0.525740445,487.4551392,1399.147095,1894.099365,942.131897,1586.698608,592.5,1267.5,-0.004094238,0.711997926,0.304513693,-1.471298814,-1.663332224,-1.146315217,19,26,60,-0.824538708,-0.819204748,-0.322503746,18,20,60,0.036569368,7.638603687,0.747125208,-1.321249723,0.126437396,-0.070897773,-0.000704815,0.038298588,37.07106781,0.757324994,0.01892535,293.9430542,395.1106567,0.998393059,8.734671593,6.27E-06,-1.504590869,0.062211752,13.61765289,5.232398033,97.64479065,0.94931829,0.621315956,0.303392654,-80.262618,43.708253
578,3.12,399.0882263,-2.619120121,405.3148193,-0.455143332,-0.762218058,-0.729218543,-0.067915857,-0.236115709,-0.803219974,-1.633499026,-0.310616583,487.6602173,1416.973022,1896.790039,936.9165039,1570.927246,602.5,1282.5,-0.003679199,0.772494137,0.303558707,-1.573525429,-1.717176437,-0.927965522,19,25,60,-0.929866731,-0.928325832,-0.259692997,19,20,60,0.420679808,7.627134323,0.723324716,-1.268515229,0.138337642,-0.000633406,-0.001819187,0.057649713,49.49747467,0.764566779,0.028674508,11.44679546,395.2800903,0.998395085,8.244464874,4.44E-06,-1.568721414,0.091394112,9.540655136,4.762249947,97.70475006,0.949055076,0.664745033,0.305620232,-80.26276,43.708104
579,2.48,271.2745056,0.356995672,406.3279724,-0.126767263,-0.281327128,-0.399593085,0.154555872,-0.109999999,-0.354489803,-0.828003228,0.715986013,484.5745544,1436.945557,1895.999023,935.3141479,1550.745728,617.5,1297.5,-0.001879883,0.799972296,0.563715816,-0.873585284,-0.948384345,0.723471522,19,23,103,-0.539162815,-0.552983403,0.155209765,19,21,101,0.879061043,7.149310112,0.397802651,-0.548129618,0.301098675,-0.000692138,-0.000890736,0.301133424,28.28427124,1.177967668,0.063254617,17.18228722,397.4806213,0.998075545,7.677709103,9.33E-07,-0.773371875,0.200394064,8.362383842,2.734263659,97.70607758,0.946759582,0.669074237,0.31354443,-80.262923,43.707963
580,2.3,156.7990723,1.448122263,407.644165,0.194997638,0.224157915,0.17349945,0.437465489,0.151239663,0.290294796,0.335855961,2.054144859,482.402832,1456.953125,1895.44519,934.1907959,1530.592163,632.5,1312.5,0.00331543,0.751289248,0.443325937,0.302390277,1.495390415,2.053392887,12,59,101,0.224626645,0.414931089,0.448771328,9,59,87,3.655051947,7.565742493,0.24561657,0.734947443,0.622808278,-0.001522749,0.001728894,0.599057198,7.07106781,2.343885422,0.051168844,8.030237198,402.3728638,0.998954415,7.279476643,5.29E-06,0.337572813,0.162292004,8.026716232,1.419528604,98.40745544,0.94635582,0.629529655,0.313062953,-80.263097,43.707826
581,2.55,95.52391052,9.771414757,408.2788696,0.21257697,0.303747565,0.40844813,0.552854121,0.110661156,0.340634912,0.738876641,2.631910801,488.2238159,1479.311523,1902.199341,926.4785767,1512.733398,642.5,1332.5,0.001787109,0.69604826,0.223395139,0.587282896,2.069883108,2.644272327,19,59,156,0.393745959,0.574322701,0.576034427,19,59,84,4.241575718,7.701092243,0.500716507,0.603549361,0.750358224,0.084879734,-0.001012345,0.725234568,49.49747467,3.072468042,0.022459367,2.14576745,404.6316528,0.999775112,7.29856205,4.67E-06,0.674872458,0.071235009,8.355256081,1.022200108,99.33646393,0.947609127,0.662507415,0.317908816,-80.263244,43.707674
582,2.47,167.8898926,0.008742065,408.1169434,-0.070924632,0.079678796,0.310388058,0.518646479,-0.030495867,0.073492065,0.545444787,2.491008997,487.9165039,1492.669556,1902.120483,926.3166504,1499.354004,652.5,1342.5,-0.001157227,0.711115479,0.258229315,0.356628746,1.940346479,2.510452986,19,59,94,0.249528706,0.534703493,0.544190049,19,59,84,4.373874664,7.721189022,0.429158866,-0.081495062,0.714579463,0.000519353,-0.000591406,0.694164634,15,2.793204069,0.025761195,4.326001167,403.9932251,0.999745429,7.359392643,9.79E-07,0.382873982,0.081587903,8.781972885,1.115674257,99.19407654,0.95073235,0.676618397,0.316228035,-80.263377,43.707566
583,3,361.8028259,-2.455757856,407.7947388,-0.231067851,-0.187486053,0.13105303,0.453707367,-0.082396694,-0.137845799,0.223173872,2.205075264,488.2238159,1512.733398,1902.199341,926.4785767,1479.311523,667.5,1357.5,-0.001806641,0.725135744,0.211925969,-0.138032049,1.659794211,2.235437393,10,59,93,-0.235596702,0.45261535,0.480798036,6,59,84,4.432865143,7.727136612,0.384929299,-0.379548848,0.69246465,-0.016958227,-0.000586626,0.632853091,40,3.194715977,0.018654754,6.750125885,403.450592,0.999806225,7.595161915,4.60E-07,-0.069363393,0.059240237,9.872637749,1.418827772,99.21726227,0.947642505,0.685851336,0.31653548,-80.263542,43.707413
584,2.93,248.9155579,5.38786459,407.7099915,0.01624153,-0.097797059,0.043769144,0.422537178,0.004793388,-0.066077098,0.071625911,2.074915171,496.5002441,1535.093628,1909.584351,920.0611572,1461.681396,677.5,1377.5,0.000415039,0.744052887,0.169124544,-0.198531985,1.484364748,2.114268303,17,59,93,-0.188706011,0.405302227,0.450606912,16,59,84,4.51748085,7.722839355,0.353679568,0.029298376,0.676839769,0.03410067,-0.000284207,0.608167887,85,3.563862562,0.014421459,3.589974403,403.1725159,0.999827564,7.864481926,3.38E-07,-0.250999987,0.045820858,9.756082535,1.701582313,99.27109528,0.949098885,0.672837615,0.317621366,-80.263711,43.70727
585,2.87,339.7814636,1.087704778,407.4312744,0.058489759,-0.144802183,-0.067911513,0.372292459,0.015206612,-0.076870747,-0.109486699,1.843103886,498.6105652,1555.188843,1910.134155,921.2016602,1441.73938,692.5,1392.5,0.000446777,0.766365647,0.198921263,-0.383449256,1.243788242,1.891335726,19,59,91,-0.375495464,-0.355006605,0.401840925,18,20,82,4.506123543,7.721719742,0.346204728,0.031534888,0.673102379,0.003575984,0.000161356,0.56053251,7.07106781,4.064959526,0.017325019,5.887309551,402.9324341,0.999775946,8.12293148,6.44E-08,-0.384993374,0.054813083,9.883806229,1.974180698,99.16452789,0.945087671,0.634340227,0.314675092,-80.26387,43.707124
586,3.18,3068.186279,-8.882456779,407.1560364,-0.456041902,-0.552351296,-0.228208393,0.313328713,-0.117355369,-0.281473935,-0.359645247,1.560685873,504.5418701,1573.074219,1914.304688,919.0007935,1426.380859,702.5,1407.5,-0.002333984,0.75161624,0.229348049,-0.563905895,0.936998844,1.622245669,19,59,90,-0.586323321,-0.560169399,0.343593955,17,20,82,4.511656284,7.717063904,0.335449874,-0.559919596,0.667724967,-0.056998428,-0.000217955,0.50048846,122.0710678,4.573138237,0.016647099,51.08111954,402.6746521,0.999775469,8.256570816,9.64E-07,-0.524898291,0.053210124,12.12426853,2.275697231,99.11975098,0.947759151,0.729562521,0.317075421,-80.264027,43.706992
587,3.5,518.3407593,-3.171352863,407.0055237,-0.51602453,-0.602636516,-0.254030317,0.291028053,-0.161074385,-0.333265305,-0.396374643,1.459565401,508.2445374,1593.208252,1915.283936,921.0388184,1406.525024,717.5,1422.5,-0.003530273,0.712453127,0.214098737,-0.48486042,0.83527267,1.541191101,19,59,87,-0.60161835,-0.514198601,0.32846725,10,20,81,4.428803444,7.706359386,0.403184056,-0.723084867,0.701592028,-0.028345959,-0.001246572,0.48829785,35.35533905,5.10999012,0.018270086,9.471184731,403.0258179,0.999728203,8.357221603,2.11E-06,-0.450019538,0.058779456,10.2530117,2.17343092,99.03606415,0.946918905,0.68896687,0.316956361,-80.264189,43.706846
588,3.11,175.6113434,0.14275834,407.1300659,-0.204702437,-0.297685266,-0.131105542,0.316928267,-0.076280989,-0.176734701,-0.201416284,1.598002791,515.4245605,1611.105957,1919.807983,919.5991211,1391.280884,727.5,1437.5,-0.001679688,0.686310828,0.252336025,-0.214573428,0.940925181,1.683628321,19,59,86,-0.306888014,0.252674937,0.359437376,11,59,81,4.371139526,7.696857929,0.465919316,-0.372308463,0.732959688,0.010764471,-0.001106941,0.546718419,49.49747467,5.22810936,0.024903391,4.374222279,403.5354309,0.999682069,8.257375717,1.45E-06,-0.206512719,0.078933708,8.860817909,1.904765248,99.0868988,0.950100064,0.703998208,0.318683765,-80.264336,43.706698
589,3.51,194.6260071,3.158363819,407.1461487,-0.191256762,-0.139093161,-0.021865955,0.32491532,-0.055041321,-0.078185938,-0.033404998,1.650139093,524.9880981,1635.72998,1924.996704,919.5718994,1369.530029,742.5,1457.5,-0.001384277,0.718127608,0.195066646,-0.079190664,0.979095757,1.745060682,9,59,84,-0.187856376,0.262223035,0.371032387,5,59,81,4.197535038,7.688551903,0.491952181,-0.235383689,0.74597609,0.013435379,-0.000929747,0.638609529,0,6.437148094,0.017715992,3.448353529,403.7226257,0.999837875,8.513502121,1.08E-06,-0.036915343,0.056514267,9.304263115,2.192013264,99.31641388,0.947793484,0.718502223,0.317985862,-80.264492,43.706558
590,3.44,243.529541,2.009394884,407.0804749,-0.137980729,-0.059820928,0.025986765,0.32242927,-0.028512396,-0.030770974,0.039785005,1.644824386,528.9730835,1649.185425,1926.087402,921.8527832,1356.396851,752.5,1467.5,-0.000913086,0.743561327,0.140150979,-0.042744674,0.977126062,1.731399417,8,59,85,-0.164259896,0.260430723,0.366391957,4,59,81,3.876138926,7.684066296,0.49021247,-0.149496108,0.74510622,0.00613901,-0.000525464,0.749918103,45,7.10357523,0.011242469,2.73798871,403.6619873,0.999887288,8.725123405,3.37E-07,-0.014282081,0.035827804,9.983252525,2.430065632,99.39502716,0.947750807,0.723441601,0.317699132,-80.264649,43.70643
591,3.59,246.799469,3.672884941,406.9977417,0.223656505,0.144538626,0.092812337,0.320592552,0.040909089,0.066439912,0.141644716,1.646397114,535.595459,1669.389893,1927.916626,925.6687012,1336.735718,767.5,1482.5,0.000805664,0.756394386,0.122537427,0.070752256,1.006208658,1.723451614,9,59,86,0.238488004,0.266206056,0.361095577,5,59,81,3.075712442,7.678569317,0.443889767,0.180708066,0.721944869,0.024289332,0.000176076,0.624143779,75,6.907963276,0.009334407,2.303793669,403.291626,0.999907434,8.984670639,1.18E-07,-0.001909036,0.029604694,10.18259525,2.660583258,99.41931915,0.948046863,0.646973372,0.313439637,-80.264791,43.706299
592,3.1,504.3127136,-0.031187491,406.8571472,0.192376748,0.032144662,0.055559661,0.301773101,0.047024794,0.014126984,0.083313629,1.556933522,544.9885254,1687.309204,1933.135376,925.7496948,1321.745972,777.5,1497.5,0.001162109,0.750196874,0.195997179,-0.085013509,0.90307653,1.596042991,16,59,88,0.202984452,0.238631889,0.330153823,5,59,83,1.437236667,7.678451538,0.3573834,0.198179692,0.678691685,-0.001052728,0.000598105,0.448843569,75,6.142217636,0.016425278,8.284221649,402.6196899,0.999865055,9.057337761,3.74E-07,-0.116141744,0.052124035,10.33204079,2.907867432,99.35475922,0.945388973,0.640328646,0.31148721,-80.26495,43.706171
593,3.63,10728.08789,-3.83460021,406.5010376,-0.282734513,-0.551034749,-0.068875261,0.257795066,-0.077520661,-0.244399086,-0.105167963,1.337087631,552.9127197,1707.545776,1935.384277,930.4367065,1302.195313,792.5,1512.5,-0.001210938,0.728167057,0.342574418,-0.32225427,0.693046331,1.338141203,15,59,93,-0.583765924,-0.290228277,0.269540429,12,20,86,0.366437048,7.674669743,0.174679756,-0.408498645,0.587339878,-0.023180924,-9.31E-05,0.166706115,85,5.000326157,0.022097591,237.1035004,401.20578,0.999734581,9.284708977,3.45E-07,-0.32963863,0.070017546,13.09274483,3.513187647,99.13147736,0.942397833,0.733894944,0.310036152,-80.265123,43.70603
594,2.75,420.8129272,-4.780301571,406.5065918,-0.391714454,-0.444431782,0.031354796,0.280062556,-0.127438024,-0.221405894,0.050231121,1.459743261,566.2265625,1732.227661,1941.806519,933.0661621,1280.864014,807.5,1532.5,-0.002746582,0.712902129,0.269971192,-0.219790846,0.81914103,1.463118792,10,59,98,-0.476209193,0.213525802,0.283828676,8,59,95,0.305273503,7.672346115,0.149410769,-0.565593541,0.574705362,-0.031526327,-0.000592509,0.064084701,40,4.330512524,0.024743708,10.41459751,401.0468445,0.999648631,9.201560974,1.70E-06,-0.136054575,0.078638077,9.741168022,3.204674482,98.99885559,0.947601199,0.71608305,0.315386646,-80.265303,43.705854
595,2.41,119.5006104,0.425110489,406.9381714,0.201571643,0.336758792,0.306394935,0.366934627,0.063884296,0.185918361,0.498220921,1.917249441,578.7162476,1747.830811,1950.61853,930.0067139,1270.792114,812.5,1547.5,0.001308594,0.726188183,0.261982977,0.292106539,1.227178931,1.92058897,17,59,99,0.381563514,0.327273309,0.371076375,14,35,95,2.761724234,7.675091267,0.253431588,0.324188501,0.626715779,0.002825249,0.000577001,0.281634778,20,4.36388588,0.027126627,3.2424438,401.9850159,0.9996171,9.021012306,3.43E-07,0.325634748,0.085926458,8.39031601,2.599215984,99.07363892,0.938763022,0.729311168,0.314504019,-80.265407,43.705739
596,2.74,55.00576401,9.637655258,407.1444092,0.7131809,0.884315252,0.503697455,0.426896632,0.268264472,0.563424051,0.878884733,2.241394758,593.1378174,1772.515869,1957.501587,933.7089844,1249.724976,827.5,1567.5,0.005358887,0.751806915,0.197305456,0.608136117,1.564357281,2.240794182,13,59,100,0.88342005,0.599294662,0.431104988,10,20,95,2.943384886,7.667734146,0.387035847,1.266078591,0.693517923,0.04587768,0.001769169,0.441350132,0,4.790281773,0.019816017,1.090137839,403.0144348,0.999810934,9.200472832,5.39E-06,0.600661278,0.064456299,7.928571701,2.116939545,99.42871857,0.941964924,0.718384445,0.309601633,-80.265595,43.705576
597,2.94,158.2077789,0.312505454,406.3528748,0.034750927,-0.058875497,0.145005226,0.297960192,0.02,-0.040544219,0.268156409,1.571346045,603.4173584,1792.794556,1960.640869,940.272583,1230.492798,842.5,1582.5,0.000568848,0.773381114,0.43026793,-0.123384506,0.93606627,1.569207668,15,59,100,-0.147811875,0.24134624,0.299956918,15,59,96,0.995228589,7.631752968,0.294483185,0.063380986,0.647241592,0.002350316,0.000167956,0.173413396,21.21320343,3.148115873,0.049253557,7.798603058,401.87854,0.998866975,8.829440117,4.19E-08,-0.18052949,0.155887604,8.07387352,1.715780258,98.45330048,0.941646099,0.657788992,0.298187693,-80.265755,43.705423
598,4.42,46285.63281,-20.67485428,405.5368347,-0.821821034,-1.015156627,-0.19544673,0.163814858,-0.358347118,-0.783015847,-0.380185425,0.86764425,614.2576904,1813.094727,1964.00415,947.2658081,1211.326782,857.5,1597.5,-0.007250977,0.750363946,0.291872203,-0.870069325,-0.646769404,0.870110989,13,20,99,-1.031442642,-0.495294929,0.165389434,11,20,97,0.182170197,7.639966488,0.175056621,-1.690091372,0.587528288,-0.078221403,-0.002347858,0,52.42640686,3.714289427,0.016320065,755.4515991,400.6416931,0.999086261,9.632381439,1.36E-05,-0.864633977,0.055481251,14.8578577,2.607600689,98.29693604,0.939716339,0.658419311,0.28906232,-80.265922,43.705278
599,4.5,221.9094696,-0.246740341,405.9529114,-0.324186981,-0.520640552,0.053829819,0.254689693,-0.198595047,-0.457029492,0.108478904,1.353453159,626.6677856,1831.041382,1970.459961,950.1118164,1196.959717,867.5,1612.5,-0.004057617,0.759429574,0.470832855,-0.459161818,0.770407796,1.352176785,10,59,99,-0.529067099,0.196192905,0.257222176,9,59,94,0.738513112,7.592442036,0.201976433,-0.95353049,0.600988209,0.00384571,-0.002221771,0.176215917,21.21320343,3.069647074,0.052524589,11.66643429,401.0515137,0.998567164,8.538225174,5.41E-06,-0.318115771,0.166644439,8.347823143,2.038018942,98.1427536,0.91918236,0.536585391,0.27490326,-80.266072,43.705153
